time,rv
0.01012703764466365,0.16331964773053187
0.22021776484279965,0.21830274393141735
0.5003834520334813,0.3147332415028359
0.7845088790294517,0.45174011789276847
0.892073221390643,0.49645394195249537
1.0383877691112575,0.5110086605163815
1.2071347993812316,0.5293208274124481
1.555599485289706,0.5206772776000435
1.7211257395500936,0.4808574418457283
1.9414932706713932,0.4249537162904744
2.0444436202296337,0.396266090690915
2.2074072415063326,0.31871969477288076
2.4936625800193775,0.2935390782840841
2.79177371967677,0.4347420824233268
2.870194595690781,0.5060782234759245
3.0198014897906775,0.65034010850286
3.2530598401786497,0.8669720126199536
3.4785698164168406,1.1126482986546762
3.696174690709162,1.3068763989285799
3.973763668653806,1.4577908418432344
4.071589280492817,1.4825747787836008
4.274099958283175,1.412533970502409
4.5718512907914715,1.2702804678592656
4.709579838838995,1.1886778118241637
4.813786300251142,1.0887476652460464
5.038503538757122,0.996579708684294
5.382296067124153,0.9557298941654153
5.599686550858993,1.0186370338487905
5.774203378306076,1.1375675767703797
5.916341115825742,1.2694339935733296
6.094955951094936,1.4530466148826235
6.222035694729396,1.521521535123611
6.49374713277836,1.7468190592844621
6.674126541886084,1.7086964849368087
6.961839801609562,1.5792812655199668
7.190749140845605,1.3589735980931437
7.301593735429718,1.2722361307314713
7.427443606720397,1.1471725833180244
7.678944426620468,0.9249316793357139
7.845348268337451,0.7509521794308966
8.049695564689047,0.5392196378088556
8.2517275231892,0.44874567557053524
8.584737288622694,0.2831492005025211
8.602330514889168,0.2908538153133122
8.825367089538863,0.18865144890514784
9.014074690988124,0.2287866289843805
9.258967412429563,0.16319190735885059
9.570148663860515,0.10032533905177843
9.617227654814402,0.052925042997230776
9.862446156461285,0.07317779898221488
10.073961246639549,0.17464428531457088
10.282759711920765,0.24188975756260334
10.462453772616623,0.32681309941835934
10.763345812676686,0.4373857418395346
10.870392883373011,0.4900840829759545
11.18675051233075,0.5388449620550091
11.326340885301757,0.5312044999736827
11.543319306339065,0.5367683346885315
11.689878172308077,0.49030645555103547
11.993127466190058,0.4152061984896136
12.186676506283437,0.33169728587017744
12.394541469789587,0.3012354595630313
12.479902685355185,0.27346505897003226
12.77008064739733,0.40241985160537297
12.965825226951356,0.5739556999433262
13.162657981754766,0.7620074784717872
13.29634755435601,0.9138639913544466
13.433324750970314,1.094373128053121
13.62052270974601,1.216068959889526
13.890953094035927,1.4373578082668246
14.162851685000655,1.4533483787854493
14.341931794339153,1.3870698807986628
14.52690314078751,1.3154928457151982
14.702300311771165,1.1962424673147325
14.988288150890646,1.0125659956684103
15.046911114593406,0.9768922864423075
