time,rv
15.325498495081135,0.952594104957825
15.590448617448978,1.037113324746315
15.711955350779412,1.1146486622237717
15.980516555114068,1.329079164799623
16.025375248426997,1.3697516022984928
16.210795696105855,1.526960186973156
16.581982770052534,1.7258899948137696
16.717646136969737,1.7124118581559742
16.862295663820117,1.6455931560849422
17.10665563310756,1.4417124944120587
17.301499118236958,1.2629985658786609
17.47701682188437,1.1113787374088133
17.681240139204938,0.9173855295412068
17.881779822501084,0.7247950479286374
18.19827021685765,0.4499703177680203
18.31634358707894,0.4005126943302457
18.44438516647877,0.3268504157385905
18.60810920848329,0.2801458024405292
18.896078462482095,0.1812980722206703
19.19053991254327,0.1734439436768298
19.233758381203533,0.17170065242316923
19.444894979189893,0.1337830524535093
19.62074775556938,0.03587757789500756
19.88021449908748,0.10670261688937899
20.155126626435134,0.19939936401715386
20.20171327758593,0.18790777074173093
20.487690014226175,0.3141079268825706
20.60761429221934,0.38722944898472633
20.808043061114745,0.4523510135622928
21.11660542042864,0.5249456006931723
21.22710531781243,0.5247781364632829
21.47444638262244,0.5321000786570949
21.769690375476994,0.4716847856507229
21.855478142607204,0.45921719630860025
22.07650340616503,0.36586614878615364
22.31555002878602,0.28734991743112914
22.44447280263579,0.31244473972401465
22.69919668930583,0.3810534021213243
22.865772994796345,0.4720713826500287
23.15019495480798,0.7670737329099211
23.33472838957536,0.967868219337106
23.406216373825753,1.0428760456852615
23.655417959350153,1.2882122368137061
23.99676288614397,1.4517362325059366
24.023564229772497,1.485496738947404
24.2778450545726,1.4263095783280733
24.557780191842234,1.296341111043148
24.6320620201848,1.2324457219910983
24.879247055472234,1.0558470370597206
25.085810443013955,0.9921887369418982
25.310073738244796,0.9540518142603105
25.554406291709864,1.0169674180287984
25.79523845149648,1.183425898256246
25.98730261212185,1.3351404592904146
26.022016692128666,1.394169072038494
26.246125989629814,1.5920567344146548
26.452298583148213,1.723007449607394
26.617887420449385,1.7153350376029266
26.814884437118522,1.7052604474956752
27.03940370594202,1.492594835213822
27.354574476453017,1.2214397278512479
27.401256301843546,1.1884128912934102
27.756705580940178,0.8701207321937545
27.80734046267576,0.7913759824295994
28.0555683041418,0.5661893179603794
28.315178879751425,0.4113783872635395
28.5966761605058,0.30458887629720266
28.7246157105989,0.22386057338735554
28.921004831755365,0.19067526676371926
29.134628167961857,0.1975137217741576
29.219191030634192,0.178733911125164
29.44841900604044,0.12716177012771368
29.72779482739373,0.06304299162366078
29.943795319793132,0.1348448674143583
30.1479260560137,0.18262517041148385
30.279194262026184,0.26364387889407226
30.556738448500003,0.3490139176174125
30.67984297633685,0.4057773681379331
30.97334434955595,0.48768625260709086
31.0567436000792,0.5052613920415752
31.228308564914023,0.5203512733532989
31.572841299790674,0.5205212361906888
31.68546151048303,0.4911723152072227
31.81662935356579,0.47624186452594586
32.06500029469466,0.37150342626773636
32.310868171517534,0.3084943624562584
32.555843390557804,0.28387632538579055
32.71145914736072,0.3805443355413445
32.95541929106983,0.5654170657653594
33.0759581294258,0.707641388707998
33.293945594269104,0.93702001611382
33.54122697904428,1.1762986081448616
33.67242224321271,1.2824528146593366
33.826931304517174,1.3763138940739736
34.060464132718515,1.459153174997482
34.33060734826723,1.377481074159732
34.47030265472508,1.3533817042152805
34.67781475539046,1.219361509585724
34.96143809699146,0.9961531594490225
35.19819841190339,0.9573247337248176
35.353110351887416,0.9689504737289099
35.528614576279736,0.9840648245881312
35.68106058317033,1.0954341362630657
35.936548889681134,1.3002766831996269
36.01769837207826,1.3625563393579796
36.311518614860596,1.5837486203890876
36.46350420329294,1.6671165553889296
36.75059669176036,1.7377205332413723
36.82411523229596,1.6604749248290318
37.070988879460835,1.4976110200695985
37.37175174752583,1.207085181333241
37.421600548262056,1.1637951175871422
37.692018826549536,0.9189508805684454
37.83558890370782,0.7767998253111728
38.129840671205145,0.5019576194463298
38.22099818034308,0.427323542880913
38.51650226162351,0.3048662437031453
38.77082426012699,0.2643119486456271
38.89565170615092,0.18146936378980172
39.1694372324869,0.19055105355073465
39.265739615007654,0.16831206078495597
39.4453812992528,0.1295589573965117
39.79170485321691,0.06342182180378586
39.936232405417876,0.13424110555570223
40.09695710749868,0.1711008028469223
40.391494456965766,0.2665798116795486
40.47164494197382,0.3037234032381093
40.625304884448255,0.3994334278431779
40.823704808250696,0.454721129299287
41.19985484543054,0.5334020478439925
41.34794707118749,0.5456879133016628
41.55959737015703,0.5320816212843056
41.60825425644114,0.5015307629546442
41.920521300396146,0.43572783456693287
42.19742490612022,0.3178695808201155
42.32509041739158,0.30868821944022784
42.461791477708445,0.2931940814087284
42.64716306919268,0.3599336971747107
42.991683751430614,0.6452049446052115
43.078945061453,0.6962111223219836
43.3183020753689,0.9563943434295652
43.46065613251015,1.1050446642620955
43.642008066671316,1.2450906117010163
43.99108093028323,1.4359667851313134
44.137905604511246,1.454661182968266
44.38558051947407,1.4054642484225042
44.446643436531005,1.358703835052438
44.70045214515405,1.2030925485887565
44.98713293981795,0.990238468410098
45.136507895312484,0.9407356098708988
45.382532558018795,0.9589181691262638
45.47193174640719,1.0019972149711975
45.75581227221754,1.1394079993006017
45.86991903161204,1.2242096361405856
46.13405657019215,1.4731994609392132
46.280178362946046,1.5727344809747592
46.491258632447796,1.6776990871003363
46.672250068704955,1.7268915565146017
46.82297846347026,1.697417330204189
47.0905675497983,1.4586687537193939
47.337690171406294,1.2460517652616545
47.59218451994906,1.0345151132969477
47.735506794082774,0.8687972113002616
47.929727148714875,0.6907542746303079
48.08664748031731,0.5238245184737025
48.21947305012181,0.43318022582752747
48.49481163902033,0.32044880509056384
48.617518796974636,0.2975674539084139
48.942804254522265,0.23646527515302296
49.09357437098211,0.1949896975820593
49.2686784570988,0.1649917184295191
49.58394444711578,0.10526012084665126
49.76484143756218,0.06771581162320217
